identifier1,categorical_value,identifier2,date1,date2
0505cdf6-7d45-4d21-bcbf-c9e546e1bb8c,B,c93b6744-3a98-48a7-839e-c9e9112b87c0,24/02/2023,17/03/2023
6091f99c-6876-499c-84a7-3811c6d29a06,C,119ebebb-1dde-4471-a494-a366faf40b02,04/01/2023,17/03/2023
910e7ede-3c06-4811-91a4-bec01668f441,D,b1bdcae4-ea81-48eb-a951-d9c205b49ad1,29/11/2022,17/03/2023
7747b6ae-4b02-4e6b-a024-cd75c9cacf33,A,b861e145-29e7-481a-a653-d1125ec15a81,23/11/2022,17/03/2023
57ecb4ea-9013-4e8e-b097-663be8ee67b3,B,d64e2436-0292-4af4-9f0b-1702748427e5,15/02/2023,17/03/2023
7a84b2a5-2c02-47f9-8533-893845e74c27,C,19e1fa20-c0b5-49e2-bfa7-597e0cab7158,14/12/2022,17/03/2023
a1896ca3-7ed4-4349-bc50-8f03c7e42d3c,D,5ef72b55-7881-4c85-96aa-5b4e6be314f9,14/02/2023,17/03/2023
076deaff-fee1-49c9-a8aa-56845aaa454d,A,a2db5a9a-7ca4-4845-8b36-d46ebc6f2593,04/01/2023,17/03/2023
66abbfe5-b8ce-4694-8ff3-4f18aab62f0d,B,0e74d7da-bc1b-47c5-be4e-a20d6d1c2393,20/12/2022,17/03/2023
22c252f2-d8f9-4ea9-b0b6-0abd4a366989,C,ee2218a6-3f4e-4683-96e6-60007638c3b1,11/01/2023,17/03/2023
0927ee2a-8468-4a86-b78b-ff15924a3ab4,D,664ea0fe-08dc-45bd-9288-b5bdf12953e9,12/12/2022,17/03/2023
ecb2b641-f447-41ab-a221-1d4dca1981a9,A,2925efc9-4b11-4dd1-830b-14fb41570558,30/01/2023,17/03/2023
3e535389-3431-4dcc-9825-9cbc037d62c2,B,92d7be3f-3d63-41bd-8c5e-703048befeec,21/11/2022,17/03/2023
a3c7d07f-1ba5-447f-b2cf-e3f6dab85d0c,C,283dd802-55b5-4d82-8767-f61f10f7a1cf,16/03/2023,17/03/2023
c2e867ab-e60f-496d-a15b-b8ea1271b2ae,D,3c558ba0-7e6a-4639-b966-69de0eee28b6,11/01/2023,17/03/2023
3f31a709-c7c5-44e8-979f-7e36c1d17d9e,A,f3ee0e2f-cf3f-41ad-ab01-a568e4135d1f,12/02/2023,17/03/2023
f2296950-dfe7-4c0e-bf0b-f77c1c28ef89,B,287101ae-5e6c-4d43-b16b-cdc61c724793,01/12/2022,17/03/2023
49a867a7-4750-4262-8505-f935e6769d30,A,47fda348-ae52-4bd9-adfd-9c88a55af253,09/02/2023,17/03/2023
7d718fb9-a337-4120-b792-8dd49e23c9dd,B,1c13c594-f000-4962-8d52-8adca14a39fa,14/02/2023,17/03/2023
67c1b2ba-7a98-47e4-9c82-215a3cd7906a,C,b3920ead-be02-4d30-9736-6fb793ffaf0d,22/12/2022,17/03/2023
668216a5-733b-4783-a3cc-2f7047acb789,D,c4ffac79-c106-46d9-818a-e57620311750,15/03/2023,17/03/2023
f9d93f41-5a3b-43bd-8d1b-f8927b4df5ee,A,6b0d7278-7fc6-4162-bf5f-33e27c5de92f,03/03/2023,17/03/2023
c43db301-de33-4997-ab36-6b890da2c898,B,28c80967-9df8-4c8b-9064-714f34c3a95d,08/02/2023,17/03/2023
8269278a-28a8-4c4d-a225-498ff84e074f,C,9cb9548a-0f78-4f7c-9baa-4f94b4afa596,06/01/2023,17/03/2023
884435ee-ec2e-4c6c-946c-bfef116062cd,D,9004a00f-2392-4c51-bea6-8127c8e0d3f7,09/01/2023,17/03/2023
a8718927-0099-4e8d-a3f7-8f8a8e9bfa2c,A,330e188b-e597-498f-884e-9fc1b9cb40f5,17/02/2023,17/03/2023
d0fe0d95-9f47-42c2-9eeb-bd7e23284760,B,96b3e82e-060f-49ec-bb31-37dcdb5094d7,20/01/2023,17/03/2023
14b89204-36e2-4278-af90-657891fa4f62,C,58305ca5-e6d4-404c-9fcb-dd6e814204be,03/02/2023,17/03/2023
9f3a27aa-0207-4eca-972b-ab8ce61c0d2a,D,a574cd67-f7b3-41b3-897c-ff44df119a4b,13/01/2023,17/03/2023
2601c9d6-625a-4e7c-8549-064d1f153c9a,A,47f8aa29-82f1-4384-b2d0-10afe3802c99,15/12/2022,17/03/2023
7aab003c-c202-4d96-940c-45f7e0fafaae,B,fe1aaba5-ddd3-4805-a0c3-adfea69d58e0,20/12/2022,17/03/2023
29bea2bb-96a3-4ac4-9368-64f95aecc6d3,C,e7202b4c-aa51-4a25-8196-591517949492,13/01/2023,17/03/2023
95e67db2-4b97-4b71-b08a-77a62238f328,D,aec17817-e011-4b0c-bd69-310cab7d115d,16/01/2023,17/03/2023
bc90ccc3-1db2-4c1f-88b0-263af7ecf948,A,c8f96b5c-9569-4680-8430-56d6f4ae40b9,18/01/2023,17/03/2023
aebeab02-1d28-4b08-95b5-6d18f7dc7a55,B,6bc7009a-05a7-4a59-8d9c-a98d2191a587,23/02/2023,17/03/2023
daa7d77f-54cf-4b91-af2d-383da67b9e7a,C,433bc3ef-ca05-43b2-9959-ce92a347ec77,09/11/2022,17/03/2023
a96ef2f3-91bb-4798-80dd-242bd9200049,D,d16aad68-ebf5-4b89-a077-6ae54ab39c2e,15/01/2023,17/03/2023
52728e31-4d15-48f6-a4ab-2a5404f08903,A,13916c7b-7411-48f2-a5ef-06b777c28486,17/02/2023,17/03/2023
9a3bef06-4d96-41fb-8c23-c371512200c4,B,268c9d83-c706-4e16-9c40-35aaded13407,24/02/2023,17/03/2023
165dc4c2-f277-44e8-a219-77445f77c84a,C,da9071d2-a849-435d-9bcb-0f4b77ea1ff7,14/11/2022,17/03/2023
a88f0f3e-6196-43a1-ab7d-4747f77db9a4,D,914245cc-7bb1-4702-81bb-ff29d079e6eb,06/03/2023,17/03/2023
aa10ba2d-a497-4d51-b3c0-19926a9aaf22,A,9dd29b84-2788-439e-98e1-088d8896d97c,24/11/2022,17/03/2023
2404c151-0f58-4fd4-8436-c664d80dd6fd,B,ee2a3b7d-0d6f-4817-b596-ceef42a244ae,24/02/2023,17/03/2023
1150649e-f111-439d-a43c-877fac0ca5f4,C,9fb72619-24be-419c-a686-345604ca48c4,06/01/2023,17/03/2023
07ba5d51-18fc-45b4-83f3-058b3cde6587,D,41c3158a-c4da-4743-b9fd-fdc83dc13a04,20/02/2023,17/03/2023
d1a1279f-3562-4d14-8a90-b3ba5cd023e0,A,c4072642-86b7-4150-9e8c-60152498b2a7,22/11/2022,17/03/2023
f946a3d9-632c-41df-8a97-2114e8c00b80,B,28bd9ed2-36b0-459c-aea8-2e6607f23385,07/11/2022,17/03/2023
3524ebfb-938d-47c7-aac9-da47d663ebb8,C,8aa43677-ce30-4804-aa0f-87663375b1eb,13/03/2023,17/03/2023
7ced4ed1-0e5a-4f9f-8294-66d07f8b781d,D,7d7ad544-3480-4bca-90d2-59131ac5c445,04/01/2023,17/03/2023
45384bc4-2887-440b-b957-d5812a8044c6,A,dc827a77-6e08-490d-9a07-b1650006b86e,11/11/2022,17/03/2023
8931b07d-0bc6-48ca-9561-445d6931b5f9,B,783b7245-e8eb-49c7-ac47-cd32d121f273,06/01/2023,17/03/2023
c60b617c-3513-4369-8a06-cffbcc28809a,A,286da624-895b-4a0f-bb29-58f637083547,25/01/2023,17/03/2023
0bc4ce74-0128-4b06-8891-b98766927c94,B,0260c374-7d97-46c9-b12a-726f1f9f060e,21/12/2022,17/03/2023
18bb9e38-0c51-4405-8282-d3a1015be0da,C,40fc8bf5-5604-46b8-aa28-0a745c6f5f2c,02/03/2023,17/03/2023
3c496992-b598-4b5c-8e2f-433f117c42b3,D,820d6132-0e0f-4d5d-b783-e96a821b8725,01/12/2022,17/03/2023
dece768f-4585-4f16-bf89-8fbd08f508ad,A,9359e2a5-7397-4985-beea-f60392ea5852,05/01/2023,17/03/2023
8c7c5145-82cd-4827-842c-ed37780e22eb,B,b7bb9200-26fe-43ac-a36e-3d75d7522c39,08/11/2022,17/03/2023
8919e6e1-47aa-4099-a9c7-e6c584afab57,C,eae1a306-52b0-435e-b500-56d3a27b35ea,12/03/2023,17/03/2023
b3825570-3054-437f-92da-0a3156158b5f,D,f2351d98-ebb9-4adf-b098-3bf04aeb2c37,02/02/2023,17/03/2023
fdc35381-9605-4e51-af10-b1bba39529ce,A,fe1415d5-7c63-4e6e-9c8b-c02d96d09923,10/11/2022,17/03/2023
001f981f-1e2f-4ac0-aed4-841c454ff113,B,243c258c-189a-4aff-a14a-9eaf658a40b9,15/03/2023,17/03/2023
ed67436a-e5b2-405d-bade-e040fe3d736a,C,16b1c2b0-32e2-4e14-b43f-fc49d31cd4d4,02/03/2023,17/03/2023
8b5f9218-82ff-490b-8401-3361c58f55a8,D,7c35c929-382e-4b37-adee-cf1f59b92f22,12/01/2023,17/03/2023
b1f64cc8-13b1-4876-a717-d19493fc97be,A,5e149cf6-6e56-4417-9acb-abe0ae1b2413,02/03/2023,17/03/2023
a371bf75-2f8b-44fd-8ceb-db6caec6a24f,B,007aa477-0d4e-4c39-b8a0-41691159c3a9,29/11/2022,17/03/2023
f281d3e8-e41f-4213-b8c0-b9f0df6ec320,C,1cf73d77-7dec-4e18-89cf-b92b8a598ccc,06/02/2023,17/03/2023
56cc96bd-47df-4327-9509-378834be12b1,D,5107340e-c500-420b-b124-85ae2d517477,07/11/2022,17/03/2023
e44de94c-7356-4ddf-bf8b-e6e011db7df2,A,dd835a12-41a8-4550-a701-8274191fb92f,16/02/2023,17/03/2023
c47cd4db-02a4-4140-b3c3-8264b7676f94,B,0ab419b0-7879-4055-b622-5501fc74b4f6,05/12/2022,17/03/2023
c77057d9-7029-41a8-96b8-84b23d478056,C,9653ec4e-b961-4ec6-a4c5-314c67a1f162,09/01/2023,17/03/2023
583fc336-d53f-4714-a4c9-822fddb13615,D,4bafc1d2-6092-4b72-8e6b-5663aa397606,15/11/2022,17/03/2023
4d4b548c-7adf-4b62-9743-2894e55467f1,A,c3c0cadf-e54c-4540-b90c-88e8c9554590,21/12/2022,17/03/2023
d13fa8e1-aa88-481d-a3e9-f9750fe46fd9,B,3193abaf-2fd5-4d51-a717-d2d4dbf55aa3,27/01/2023,17/03/2023
e6183062-76a8-470b-898e-ceb1219bd695,A,7841d7e5-2ee5-4017-8984-dc09408b5e81,07/02/2023,17/03/2023
e95efcb4-dd4d-4145-9689-4728f4446e2e,B,0ec6e270-10c3-4085-a356-d512cf91781d,11/11/2022,17/03/2023
ebb439f1-af38-4edc-abce-b20a648dfca7,C,28446ded-eceb-4f50-8d1e-732a24f77e19,18/11/2022,17/03/2023
03b5a2b7-7dc6-4039-8ce0-4fadb5791d42,D,f6877d2b-d715-4227-9922-9f121dbac51d,01/03/2023,17/03/2023
7698c376-5ccd-41ea-bca3-de563733f0ea,A,1c652fbd-64d2-4c5a-b088-7de85cf95daa,07/02/2023,17/03/2023
69c0cb05-d8f8-4936-8728-fdddff7da4fb,B,62ed747b-52bf-421e-ac7b-66b108b811d9,15/03/2023,17/03/2023
c1105ff4-11fd-40ce-a4ac-b20daf567e83,C,3a67242f-be27-4b6e-a3bb-c1740081914d,10/11/2022,17/03/2023
3e6fd746-c1f7-4e04-b9c3-fce97b1a7e9e,D,feb50f4c-c3ef-4ff0-9d6a-7ad5ef9f47ee,30/01/2023,17/03/2023
b3b3dd32-7449-40ce-ace4-5f40fd9deec0,A,91f37a03-3a1b-41a9-9e67-30ca8955a7be,08/03/2023,17/03/2023
ee093942-43b9-4cb5-9beb-d521d37f14ef,B,d229fa86-6401-419d-87da-3ba6974768c4,14/11/2022,17/03/2023
61408fbc-f14e-4135-9bfc-32abb400a828,C,634d505c-92bd-47a9-a6e0-0c07500cf906,13/01/2023,17/03/2023
3ae5320a-4c28-4b59-8edc-5448ee068165,D,e18f753f-90f2-4524-a024-ee6a73063d82,15/11/2022,17/03/2023
06f2b39b-c1db-4e8c-ae2d-c78b37d0ef97,A,fd6779ca-b613-480e-b030-eb163cf91918,29/11/2022,17/03/2023
82f9fb37-660b-4e9d-92c8-8967b39910fd,B,21a686bc-276e-40df-99c2-aa0a8fc448b3,17/01/2023,17/03/2023
2e96f071-05ac-41ac-a554-2ad9abaaa3a4,C,8edca1e2-7d30-4cf2-ba21-b3920bd75091,07/12/2022,17/03/2023
64a2e792-126f-41b8-b864-cb731151932a,D,81f966d6-3d7c-468c-b22d-d3df2096bf9e,09/02/2023,17/03/2023
7c0caec1-b404-487d-a740-da7dd49dc703,A,e3972616-02de-4b95-8e35-7d18296b0a31,31/01/2023,17/03/2023
d30e94bf-6e08-42d3-9e63-7edae4630966,B,68e05a2b-e48f-4ab0-85ec-b7f68f5ab974,08/12/2022,17/03/2023
dc7f4f53-15e0-4c41-8d1d-23b09e3bfb66,C,18055c21-be29-4760-b5e6-bcfbed3c4a1d,27/01/2023,17/03/2023
cb40c8b6-cec7-4380-90f3-862a89c6a1f1,D,46c64552-a689-4d6b-9cee-cd73e13888a2,10/11/2022,17/03/2023
ad4262f7-971e-497c-8aaa-271c2460a732,A,83219a3a-f98d-4e35-9f00-3d62fcb23078,09/12/2022,17/03/2023
d9309bba-9712-4524-8841-a1ec89ea0032,B,7061be17-8841-4a5f-9eec-99b056ae84ea,23/01/2023,17/03/2023
e3c0b089-eebb-4e04-88ed-b900246d2c80,C,8a021c43-5ce6-4e75-ac67-aa653d1c9efa,07/02/2023,17/03/2023
edc338f1-babe-4705-b657-22688830e37c,D,5c113031-3723-4000-af77-c588a48c179c,08/12/2022,17/03/2023
afc1d0ff-24f5-4f8d-bd67-11a61c133f50,A,199afe9f-f783-4bd9-a874-896f965c0d3f,05/12/2022,17/03/2023
e8c4693f-a1b9-4fd2-9cb2-b5d89d8c98a6,B,6da3c223-f92d-4f1e-80e3-af8918c5578f,19/01/2023,17/03/2023
8dfb5d84-113c-4fb0-bb9f-9166b2496726,C,4e223420-f912-41f5-9018-fe9bf326b1ec,22/11/2022,17/03/2023
90f16424-2430-4a05-8f1d-598ab01bf31e,D,46737d33-aa0d-487b-8950-bed05a492a5c,18/01/2023,17/03/2023
48d0352a-1c19-428f-97bb-8a470af9f9b5,A,7f04272d-b7a7-4d19-8e87-c373f99284cf,25/01/2023,17/03/2023
c0467396-dffe-4215-8b8c-626a13e7f529,B,d9b85073-0eb6-43d7-a90a-6e5a813dbb87,07/03/2023,17/03/2023
b3804932-a44b-468b-98df-b6d9381f4b4b,A,ffe657cf-332b-497d-88df-b20b065135dc,17/11/2022,17/03/2023
c5ffb8b9-08f2-4d24-976e-ee33cf043851,B,da81cfc7-85fa-4559-8d16-974260611c83,07/12/2022,17/03/2023
92d7e264-9bb3-4bff-9113-153aa185b70f,C,38351397-32f1-492c-938e-6ae06d8317a6,28/11/2022,17/03/2023
8287c907-0be9-4c60-b5b1-02a155497e67,D,94c26f06-16cc-43b1-b1e8-c8dba6d623d9,14/03/2023,17/03/2023
f6115729-982f-4f6b-9aff-74dbd3a4695b,A,2dedcef2-97f7-4668-a4f3-917a5d526986,09/12/2022,17/03/2023
6f52d566-d83b-479b-bfd6-a8a92e6b7240,B,b87dbb32-6c3b-4c61-9c01-95a53b860aa0,15/02/2023,17/03/2023
8ac11a78-ba88-4811-bb29-ea767d832020,C,71d06a44-9f1f-415c-88a6-86908d5f8247,25/11/2022,17/03/2023
f295f140-1af1-4af5-af15-415ce674569c,D,dbeb05d1-a491-4c7d-9331-88aea449f286,18/11/2022,17/03/2023
0dacf06a-75f1-4a47-9ffb-bd5b602ccf8c,A,654f95fd-6f5f-4548-801f-e28eb70cddf1,25/01/2023,17/03/2023
8137a0cb-0a20-4d3f-aa52-8cc71d474b50,B,d0fc76d7-b2e0-428b-982b-ccfe311f86e2,06/03/2023,17/03/2023
fa63fca8-2a43-48e7-b2d9-847be09a8b32,C,2952d486-341c-441b-87b8-333216a29f8e,21/12/2022,17/03/2023
5ba0fc3b-4a0d-4a73-aad4-983dd4b4bafd,D,7755fee7-87e3-40d6-a043-8f935c07a7fa,08/02/2023,17/03/2023
532a347f-8b72-4d96-9d44-b89667174826,A,b2fdf1e0-9e22-4ef4-a039-8bacb81b0e49,17/02/2023,17/03/2023
f1766e91-6794-406c-aa01-7fa09ef6f53c,B,f896e674-879a-496a-a432-7344748431de,12/01/2023,17/03/2023
f76d2aaf-9ee5-4153-9d0a-39d78b01c07c,C,f6cde97a-c49c-4222-9122-cbb494b0a562,09/02/2023,17/03/2023
1041852d-aa2d-480e-9e5d-e60c427b4e30,D,11730dd6-56fe-4910-a285-25db353f5fb8,21/02/2023,17/03/2023
54b6ed82-f979-4110-8450-95f6dcae8ef7,A,2b11bd89-b554-4c3f-812d-97ec559714a7,28/11/2022,17/03/2023
46449960-6c7c-4dff-bd8f-d080ee3c0647,B,0ed28370-8bd8-4be3-af6e-10bab583411c,08/12/2022,17/03/2023
a0d427e3-9aea-472d-9cef-bc49b11e0f44,A,c02abc0f-cad8-4450-b7ac-460aac75f196,15/02/2023,17/03/2023
0d5fa5ef-7753-4d85-8593-26759c79194d,B,358ae0b8-3731-4e8e-9a71-5e1c876fc3f6,25/11/2022,17/03/2023
3dd425dd-8b4e-41cc-9234-e46e72b88da9,C,c7db941b-ee51-4136-a16b-ed8206009826,21/02/2023,17/03/2023
8194fabe-e1ab-427f-bf13-8ae3bebc9bf0,D,386eeae2-0d30-42b9-aa83-f46b0eec611d,21/11/2022,17/03/2023
c71f81e9-e26d-4131-b8ae-fb8a28fd714f,A,00cf34eb-6b9a-43ee-9b85-15f9d815d7e9,16/11/2022,17/03/2023
a1e5d675-7647-48a8-bd5c-9a0cef383bbb,B,37decffc-93c0-4fbd-aa58-e7bbd6157ff4,29/12/2022,17/03/2023
9e87129e-79f4-495f-ba0e-0320de49ac54,C,0adae2a3-3c59-4056-bf74-7475dd8053c5,26/01/2023,17/03/2023
5f715bea-95b3-425c-ab12-715d2677a6fe,D,91a71efa-348e-43e7-996d-dea48e0bad37,13/12/2022,17/03/2023
7d4450de-6e85-40f2-b480-000cea9116c9,A,ad69f0f1-be9d-4eda-9fc8-af0c92c63bf4,31/01/2023,17/03/2023
02a85a81-49e6-4dec-a762-df133f387718,B,a7c81162-b6af-4b7d-8df2-7b57887019ac,13/12/2022,17/03/2023
ea83c47d-53bd-4a8f-a5f8-93bf784420e2,C,5b7a68ff-46a0-46d1-a912-cc20fd72944a,13/03/2023,17/03/2023
361837d0-e1a2-4a0a-b5ff-2d220d2fb893,D,1bd00192-4a10-4449-8d0b-fa06ede24f8a,09/02/2023,17/03/2023
12e1130a-edcc-45f7-8e3d-94f3aae3aa3c,A,7d96dd30-9fa8-4bc4-a841-c85988994f5c,03/03/2023,17/03/2023
90038edc-91ac-49b0-a041-1d8ae6263d14,B,fd159cbe-a0d8-43de-8348-6a4327dd3dc3,07/11/2022,17/03/2023
8e74840c-ce4f-4a79-8bcd-45d63b239b87,C,547bd12d-6832-48ce-8934-1098168b2420,13/02/2023,17/03/2023
655789ff-3248-462b-a3a8-e7f9a367f830,D,23b9b2ac-39aa-4566-ae2a-b8cc9d1c39d2,17/11/2022,17/03/2023
f4013e06-55e3-4417-85c2-1e5680948603,A,fdc12920-8ec0-449a-a625-911919bd4c40,24/11/2022,17/03/2023
97514de3-e397-49eb-a366-c4f08370d1e1,B,2e3d5c73-ce57-418d-9677-46a46e9baf86,15/03/2023,17/03/2023
5bada7c3-9998-4ea9-ad23-935d5ec17221,C,a2e3030c-6ef3-48ee-97cf-6127cd234978,25/01/2023,17/03/2023
1fb668ba-f800-486f-968d-51d83ef3ed96,D,fd12ae3d-2422-4b16-92df-52a50382db94,20/02/2023,17/03/2023
